<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.31	14:52:00	21265.85	21266.15	21261.35	21265.85	97	0	290
2024.12.31	14:53:00	21265.75	21268.65	21262.55	21264.85	116	0	290
2024.12.31	14:54:00	21264.75	21267.25	21260.85	21261.05	96	0	290
2024.12.31	14:55:00	21261.05	21262.55	21250.05	21251.35	174	0	290
2024.12.31	14:56:00	21251.65	21255.65	21241.75	21248.35	215	0	290
2024.12.31	14:57:00	21248.15	21248.15	21239.05	21239.05	199	0	290
2024.12.31	14:58:00	21239.65	21246.15	21239.55	21245.25	182	0	290
2024.12.31	14:59:00	21244.75	21248.25	21239.25	21243.65	170	0	290
2024.12.31	15:00:00	21244.75	21244.75	21237.65	21244.65	188	0	290
2024.12.31	15:01:00	21244.35	21247.35	21235.05	21236.35	174	0	290
2024.12.31	15:02:00	21236.35	21237.75	21232.75	21232.85	162	0	290
2024.12.31	15:03:00	21233.05	21234.05	21227.35	21229.35	184	0	290
2024.12.31	15:04:00	21229.35	21237.55	21229.35	21237.25	159	0	290
2024.12.31	15:05:00	21237.35	21237.35	21220.75	21224.65	183	0	290
2024.12.31	15:06:00	21224.55	21225.35	21215.15	21218.15	209	0	290
2024.12.31	15:07:00	21218.25	21230.85	21218.05	21229.15	173	0	290
2024.12.31	15:08:00	21228.85	21229.15	21222.75	21227.35	167	0	290
2024.12.31	15:09:00	21227.55	21234.35	21227.35	21231.35	182	0	290
2024.12.31	15:10:00	21231.65	21240.15	21231.35	21239.85	197	0	290
2024.12.31	15:11:00	21239.75	21248.15	21239.15	21247.15	226	0	290
2024.12.31	15:12:00	21247.25	21249.85	21243.55	21246.15	167	0	290
2024.12.31	15:13:00	21245.25	21255.55	21245.05	21253.85	131	0	290
2024.12.31	15:14:00	21254.05	21254.15	21250.05	21252.15	99	0	290
2024.12.31	15:15:00	21251.75	21260.25	21251.75	21260.25	176	0	290
2024.12.31	15:16:00	21260.15	21261.75	21254.05	21255.65	150	0	290
2024.12.31	15:17:00	21255.55	21258.25	21254.35	21258.15	107	0	290
2024.12.31	15:18:00	21257.35	21258.35	21253.35	21255.15	104	0	280
2024.12.31	15:19:00	21255.35	21258.65	21252.65	21253.35	128	0	280
2024.12.31	15:20:00	21253.55	21254.55	21231.85	21238.15	224	0	290
2024.12.31	15:21:00	21238.15	21241.15	21234.05	21237.55	195	0	290
2024.12.31	15:22:00	21237.25	21245.15	21234.25	21243.55	160	0	290
2024.12.31	15:23:00	21243.25	21247.15	21240.55	21245.35	136	0	290
2024.12.31	15:24:00	21245.55	21255.75	21245.55	21254.05	180	0	290
2024.12.31	15:25:00	21254.15	21258.05	21246.15	21248.55	156	0	290
2024.12.31	15:26:00	21248.55	21250.75	21242.65	21245.35	173	0	290
2024.12.31	15:27:00	21245.65	21252.55	21245.05	21250.55	137	0	290
2024.12.31	15:28:00	21250.35	21255.85	21249.25	21254.15	121	0	290
2024.12.31	15:29:00	21254.35	21255.35	21250.35	21251.55	116	0	290
2024.12.31	15:30:00	21251.25	21252.85	21244.05	21251.55	178	0	290
2024.12.31	15:31:00	21251.35	21266.75	21251.05	21266.75	202	0	290
2024.12.31	15:32:00	21266.35	21272.55	21266.15	21271.25	197	0	290
2024.12.31	15:33:00	21271.35	21272.05	21263.65	21267.15	167	0	290
2024.12.31	15:34:00	21266.65	21267.75	21259.05	21265.05	148	0	290
2024.12.31	15:35:00	21265.65	21268.05	21263.55	21266.25	139	0	290
2024.12.31	15:36:00	21266.35	21272.35	21264.05	21271.35	133	0	290
2024.12.31	15:37:00	21270.85	21273.25	21264.55	21267.65	151	0	290
2024.12.31	15:38:00	21267.25	21273.15	21267.25	21271.15	141	0	290
2024.12.31	15:39:00	21271.35	21273.25	21269.85	21271.15	116	0	290
2024.12.31	15:40:00	21271.15	21275.35	21269.25	21274.65	125	0	290
2024.12.31	15:41:00	21275.05	21277.85	21272.35	21274.35	114	0	290
2024.12.31	15:42:00	21274.75	21275.15	21269.55	21272.35	126	0	290
2024.12.31	15:43:00	21272.55	21272.65	21263.35	21264.05	119	0	290
2024.12.31	15:44:00	21263.75	21266.85	21262.35	21266.55	141	0	290
2024.12.31	15:45:00	21265.85	21265.85	21256.25	21260.75	173	0	290
2024.12.31	15:46:00	21259.85	21263.35	21258.05	21262.65	133	0	290
2024.12.31	15:47:00	21262.15	21264.15	21256.85	21257.15	133	0	290
2024.12.31	15:48:00	21257.35	21258.25	21246.65	21248.65	189	0	290
2024.12.31	15:49:00	21249.15	21251.65	21242.65	21249.05	191	0	290
2024.12.31	15:50:00	21249.25	21254.65	21246.65	21247.25	169	0	290
2024.12.31	15:51:00	21248.15	21252.85	21245.75	21251.85	148	0	290
2024.12.31	15:52:00	21252.85	21255.25	21247.15	21255.15	145	0	290
2024.12.31	15:53:00	21256.25	21257.75	21253.55	21255.05	133	0	290
2024.12.31	15:54:00	21255.15	21255.25	21248.05	21251.15	128	0	290
2024.12.31	15:55:00	21250.85	21252.25	21237.75	21237.75	187	0	290
2024.12.31	15:56:00	21236.65	21240.55	21236.05	21240.25	158	0	290
2024.12.31	15:57:00	21240.65	21245.65	21239.25	21242.85	125	0	290
2024.12.31	15:58:00	21243.25	21248.15	21242.35	21245.85	111	0	290
2024.12.31	15:59:00	21245.75	21247.85	21239.15	21239.55	135	0	290
2024.12.31	16:00:00	21240.25	21240.65	21224.55	21229.35	222	0	290
2024.12.31	16:01:00	21229.65	21232.65	21222.65	21225.85	205	0	290
2024.12.31	16:02:00	21226.55	21235.05	21226.55	21231.85	179	0	290
2024.12.31	16:03:00	21231.35	21240.25	21231.35	21235.85	163	0	290
2024.12.31	16:04:00	21235.85	21236.35	21224.15	21226.15	162	0	290
2024.12.31	16:05:00	21226.15	21233.35	21224.35	21233.35	152	0	290
2024.12.31	16:06:00	21233.15	21244.05	21227.05	21242.85	201	0	290
2024.12.31	16:07:00	21242.75	21245.35	21238.75	21245.35	159	0	290
2024.12.31	16:08:00	21245.15	21248.25	21241.65	21248.25	160	0	290
2024.12.31	16:09:00	21248.25	21251.85	21243.65	21250.35	161	0	290
2024.12.31	16:10:00	21249.75	21252.55	21241.65	21250.65	187	0	290
2024.12.31	16:11:00	21250.65	21254.85	21247.65	21250.15	180	0	290
2024.12.31	16:12:00	21250.25	21255.55	21248.85	21253.35	154	0	290
2024.12.31	16:13:00	21253.15	21258.05	21252.85	21257.85	151	0	290
2024.12.31	16:14:00	21257.65	21259.35	21251.05	21254.65	168	0	290
2024.12.31	16:15:00	21254.75	21256.75	21251.25	21256.25	152	0	290
2024.12.31	16:16:00	21256.35	21263.35	21255.65	21259.55	172	0	290
2024.12.31	16:17:00	21260.05	21260.05	21252.25	21252.75	178	0	290
2024.12.31	16:18:00	21252.35	21256.55	21252.15	21254.05	126	0	290
2024.12.31	16:19:00	21252.65	21253.65	21248.35	21253.65	166	0	290
2024.12.31	16:20:00	21253.65	21259.65	21251.15	21257.75	157	0	290
2024.12.31	16:21:00	21257.65	21261.65	21256.85	21260.15	167	0	290
2024.12.31	16:22:00	21259.85	21261.75	21256.15	21256.65	143	0	290
2024.12.31	16:23:00	21256.65	21261.85	21252.75	21261.15	160	0	290
2024.12.31	16:24:00	21261.35	21262.65	21258.85	21259.15	133	0	290
2024.12.31	16:25:00	21258.15	21262.35	21256.85	21259.65	171	0	290
2024.12.31	16:26:00	21259.05	21259.65	21254.25	21255.65	161	0	290
2024.12.31	16:27:00	21255.65	21258.15	21240.35	21241.75	240	0	290
2024.12.31	16:28:00	21241.85	21246.15	21239.05	21243.25	212	0	290
2024.12.31	16:29:00	21243.15	21246.05	21236.55	21237.55	234	0	290
2024.12.31	16:30:00	21237.65	21255.85	21227.45	21250.45	334	0	100
2024.12.31	16:31:00	21252.95	21254.95	21217.75	21220.95	325	0	150
2024.12.31	16:32:00	21222.75	21242.05	21215.95	21216.95	331	0	150
2024.12.31	16:33:00	21213.05	21267.55	21213.05	21258.75	326	0	150
2024.12.31	16:34:00	21258.45	21266.55	21238.35	21240.95	320	0	150
2024.12.31	16:35:00	21242.25	21255.85	21225.35	21227.95	328	0	150
2024.12.31	16:36:00	21227.55	21235.85	21202.35	21203.35	330	0	150
2024.12.31	16:37:00	21204.05	21211.55	21185.35	21186.75	335	0	150
2024.12.31	16:38:00	21187.45	21188.95	21158.95	21167.25	334	0	150
2024.12.31	16:39:00	21167.85	21181.25	21159.75	21161.45	321	0	150
2024.12.31	16:40:00	21160.45	21179.25	21160.25	21173.95	333	0	150
2024.12.31	16:41:00	21175.75	21179.95	21162.45	21171.35	320	0	150
2024.12.31	16:42:00	21171.25	21175.45	21148.25	21175.45	321	0	150
2024.12.31	16:43:00	21175.45	21189.05	21165.25	21179.35	331	0	150
2024.12.31	16:44:00	21178.05	21189.85	21169.75	21178.85	297	0	150
2024.12.31	16:45:00	21179.95	21200.55	21173.95	21189.05	317	0	150
2024.12.31	16:46:00	21187.25	21219.25	21187.25	21216.55	316	0	150
2024.12.31	16:47:00	21217.55	21226.95	21212.85	21225.85	304	0	150
2024.12.31	16:48:00	21225.35	21229.85	21217.35	21223.35	297	0	150
2024.12.31	16:49:00	21227.05	21231.45	21221.05	21223.25	308	0	150
2024.12.31	16:50:00	21222.85	21226.05	21182.55	21186.45	315	0	150
2024.12.31	16:51:00	21185.05	21202.25	21181.35	21200.25	310	0	150
2024.12.31	16:52:00	21198.85	21208.85	21184.45	21197.85	312	0	150
2024.12.31	16:53:00	21197.85	21198.85	21178.35	21181.85	304	0	150
2024.12.31	16:54:00	21183.25	21193.85	21165.55	21190.85	312	0	150
2024.12.31	16:55:00	21193.25	21202.45	21186.45	21190.35	305	0	150
2024.12.31	16:56:00	21189.95	21196.85	21182.35	21191.85	302	0	150
2024.12.31	16:57:00	21192.55	21214.25	21190.35	21207.95	307	0	150
2024.12.31	16:58:00	21208.35	21213.55	21198.05	21207.35	304	0	150
2024.12.31	16:59:00	21207.55	21221.25	21206.05	21214.05	299	0	150
2024.12.31	17:00:00	21213.55	21216.35	21200.55	21212.85	315	0	150
2024.12.31	17:01:00	21212.75	21218.95	21201.85	21217.35	311	0	150
2024.12.31	17:02:00	21215.85	21238.35	21215.25	21231.05	317	0	150
2024.12.31	17:03:00	21231.05	21233.45	21208.55	21216.85	302	0	150
2024.12.31	17:04:00	21217.05	21217.55	21190.85	21199.85	316	0	150
2024.12.31	17:05:00	21199.55	21211.55	21193.55	21197.55	315	0	150
2024.12.31	17:06:00	21198.55	21200.35	21175.85	21180.95	321	0	150
2024.12.31	17:07:00	21181.85	21182.45	21140.05	21148.35	317	0	150
2024.12.31	17:08:00	21148.05	21154.05	21129.55	21139.45	328	0	150
2024.12.31	17:09:00	21139.45	21145.55	21126.95	21129.95	311	0	150
2024.12.31	17:10:00	21129.85	21156.95	21128.35	21141.85	319	0	150
2024.12.31	17:11:00	21141.85	21145.35	21113.85	21121.45	327	0	150
2024.12.31	17:12:00	21118.95	21132.75	21114.85	21130.55	318	0	150
2024.12.31	17:13:00	21129.55	21156.25	21129.55	21147.35	324	0	150
2024.12.31	17:14:00	21147.45	21170.75	21139.45	21163.95	305	0	150
2024.12.31	17:15:00	21163.75	21170.35	21150.75	21157.25	337	0	150
2024.12.31	17:16:00	21156.45	21173.55	21147.45	21163.05	304	0	150
2024.12.31	17:17:00	21163.45	21167.45	21152.55	21163.85	310	0	150
2024.12.31	17:18:00	21164.55	21190.85	21164.55	21188.55	315	0	150
2024.12.31	17:19:00	21187.85	21200.55	21186.85	21199.85	313	0	150
2024.12.31	17:20:00	21198.55	21199.35	21187.35	21189.85	282	0	150
2024.12.31	17:21:00	21188.45	21203.85	21186.85	21188.85	304	0	150
2024.12.31	17:22:00	21191.25	21211.75	21189.95	21206.75	319	0	150
2024.12.31	17:23:00	21206.95	21217.05	21203.35	21215.85	308	0	150
2024.12.31	17:24:00	21214.55	21218.55	21210.35	21215.85	298	0	150
2024.12.31	17:25:00	21216.05	21226.75	21212.45	21226.45	310	0	150
2024.12.31	17:26:00	21227.05	21234.25	21224.85	21229.05	289	0	150
2024.12.31	17:27:00	21228.85	21242.95	21225.35	21239.75	297	0	150
2024.12.31	17:28:00	21239.35	21247.35	21176.45	21208.25	315	0	150
2024.12.31	17:29:00	21209.05	21211.35	21188.45	21195.95	319	0	150
2024.12.31	17:30:00	21195.35	21202.85	21185.75	21202.85	301	0	150
2024.12.31	17:31:00	21206.75	21210.95	21194.45	21207.35	280	0	150
2024.12.31	17:32:00	21208.75	21222.35	21199.95	21202.45	300	0	150
2024.12.31	17:33:00	21203.05	21206.95	21166.35	21166.35	315	0	150
2024.12.31	17:34:00	21167.85	21172.75	21156.05	21166.25	320	0	150
2024.12.31	17:35:00	21170.05	21182.45	21161.75	21175.95	319	0	150
2024.12.31	17:36:00	21175.75	21189.55	21174.75	21182.45	295	0	150
2024.12.31	17:37:00	21182.75	21183.45	21154.95	21177.85	321	0	150
2024.12.31	17:38:00	21177.75	21196.35	21173.25	21196.25	317	0	150
2024.12.31	17:39:00	21195.95	21200.25	21189.95	21198.55	312	0	150
2024.12.31	17:40:00	21196.45	21202.95	21168.35	21179.75	311	0	150
2024.12.31	17:41:00	21180.45	21180.45	21158.55	21166.05	307	0	150
2024.12.31	17:42:00	21165.75	21175.85	21161.25	21169.05	299	0	150
2024.12.31	17:43:00	21168.75	21171.55	21154.25	21171.25	304	0	150
2024.12.31	17:44:00	21169.75	21172.35	21155.45	21156.75	288	0	150
2024.12.31	17:45:00	21159.45	21168.45	21155.25	21164.35	292	0	150
2024.12.31	17:46:00	21164.05	21166.45	21147.35	21165.35	309	0	150
2024.12.31	17:47:00	21163.25	21167.45	21154.25	21165.05	297	0	150
2024.12.31	17:48:00	21164.95	21174.25	21163.75	21170.95	301	0	150
2024.12.31	17:49:00	21171.45	21179.85	21144.05	21147.95	306	0	150
2024.12.31	17:50:00	21148.75	21162.95	21144.25	21160.05	297	0	150
2024.12.31	17:51:00	21159.95	21182.95	21158.05	21180.45	288	0	150
2024.12.31	17:52:00	21179.75	21185.75	21171.25	21183.75	291	0	150
2024.12.31	17:53:00	21183.75	21187.85	21171.35	21173.45	284	0	150
2024.12.31	17:54:00	21173.45	21189.05	21171.75	21184.45	303	0	150
2024.12.31	17:55:00	21183.85	21187.45	21174.95	21184.55	296	0	150
2024.12.31	17:56:00	21185.55	21185.85	21173.95	21177.55	295	0	150
2024.12.31	17:57:00	21177.25	21180.35	21170.95	21175.85	278	0	150
2024.12.31	17:58:00	21175.35	21175.55	21161.25	21165.05	293	0	150
2024.12.31	17:59:00	21165.25	21168.35	21155.95	21158.85	289	0	150
2024.12.31	18:00:00	21158.35	21163.45	21147.95	21152.55	310	0	150
2024.12.31	18:01:00	21152.05	21153.05	21143.25	21148.05	287	0	150
2024.12.31	18:02:00	21147.95	21152.35	21136.25	21137.25	295	0	150
2024.12.31	18:03:00	21137.05	21146.55	21118.85	21119.35	275	0	150
2024.12.31	18:04:00	21121.85	21122.85	21095.05	21106.45	320	0	150
2024.12.31	18:05:00	21108.05	21108.85	21096.25	21103.55	297	0	150
2024.12.31	18:06:00	21103.05	21119.75	21100.55	21102.85	312	0	150
2024.12.31	18:07:00	21102.85	21114.85	21093.35	21114.85	311	0	150
2024.12.31	18:08:00	21115.95	21119.05	21101.55	21103.75	297	0	150
2024.12.31	18:09:00	21103.85	21124.85	21103.75	21123.05	295	0	150
2024.12.31	18:10:00	21123.55	21132.75	21101.75	21105.35	300	0	150
2024.12.31	18:11:00	21105.55	21110.45	21101.55	21105.25	270	0	150
2024.12.31	18:12:00	21105.35	21111.85	21099.05	21105.85	275	0	150
2024.12.31	18:13:00	21106.05	21119.05	21106.05	21116.55	301	0	150
2024.12.31	18:14:00	21116.05	21123.95	21114.35	21121.05	286	0	150
2024.12.31	18:15:00	21121.55	21124.55	21103.55	21103.55	289	0	150
2024.12.31	18:16:00	21103.05	21118.45	21103.05	21112.05	274	0	150
2024.12.31	18:17:00	21112.55	21125.25	21111.35	21116.55	268	0	150
2024.12.31	18:18:00	21116.55	21125.35	21106.85	21108.05	277	0	150
2024.12.31	18:19:00	21108.35	21109.05	21086.45	21086.45	294	0	150
2024.12.31	18:20:00	21089.55	21093.55	21074.25	21092.25	305	0	150
2024.12.31	18:21:00	21092.05	21098.45	21085.35	21086.05	300	0	150
2024.12.31	18:22:00	21086.55	21088.55	21070.85	21077.35	290	0	150
2024.12.31	18:23:00	21076.55	21106.05	21075.35	21101.85	299	0	150
2024.12.31	18:24:00	21103.75	21104.05	21085.05	21085.85	279	0	150
2024.12.31	18:25:00	21085.55	21095.75	21084.25	21085.85	288	0	150
2024.12.31	18:26:00	21085.35	21093.25	21085.35	21089.35	282	0	150
2024.12.31	18:27:00	21089.55	21098.05	21083.75	21097.35	290	0	150
2024.12.31	18:28:00	21097.25	21097.25	21079.75	21087.05	301	0	150
2024.12.31	18:29:00	21086.05	21094.45	21079.05	21079.55	246	0	150
2024.12.31	18:30:00	21079.55	21085.25	21075.55	21083.35	267	0	150
2024.12.31	18:31:00	21082.85	21084.35	21068.75	21081.05	280	0	150
2024.12.31	18:32:00	21081.35	21082.85	21068.95	21069.25	279	0	150
2024.12.31	18:33:00	21069.35	21081.35	21066.55	21074.75	304	0	150
2024.12.31	18:34:00	21075.25	21085.25	21072.05	21078.85	277	0	150
2024.12.31	18:35:00	21078.55	21085.05	21072.75	21081.35	287	0	150
2024.12.31	18:36:00	21082.05	21092.25	21081.35	21085.85	285	0	150
2024.12.31	18:37:00	21086.55	21087.05	21075.85	21081.05	248	0	150
2024.12.31	18:38:00	21080.95	21087.75	21076.25	21079.25	252	0	150
2024.12.31	18:39:00	21079.35	21083.35	21074.45	21076.85	243	0	150
2024.12.31	18:40:00	21076.85	21083.75	21070.75	21081.85	279	0	150
2024.12.31	18:41:00	21081.95	21087.05	21079.05	21081.55	265	0	150
2024.12.31	18:42:00	21084.35	21104.25	21084.35	21104.25	290	0	150
2024.12.31	18:43:00	21104.05	21114.75	21101.85	21109.85	290	0	150
2024.12.31	18:44:00	21109.85	21113.45	21102.45	21107.85	272	0	150
2024.12.31	18:45:00	21107.75	21124.05	21105.55	21117.95	289	0	150
2024.12.31	18:46:00	21118.35	21118.45	21101.35	21105.55	268	0	150
2024.12.31	18:47:00	21105.35	21118.05	21104.55	21112.95	249	0	150
2024.12.31	18:48:00	21113.55	21133.35	21109.55	21132.05	300	0	150
2024.12.31	18:49:00	21131.85	21133.35	21123.85	21128.35	266	0	150
2024.12.31	18:50:00	21127.55	21140.35	21126.35	21138.95	268	0	150
2024.12.31	18:51:00	21139.25	21140.25	21124.85	21128.45	271	0	150
2024.12.31	18:52:00	21128.05	21128.45	21108.55	21116.85	299	0	150
2024.12.31	18:53:00	21116.05	21118.05	21111.55	21112.85	271	0	150
2024.12.31	18:54:00	21113.05	21120.55	21111.75	21112.45	276	0	150
2024.12.31	18:55:00	21112.55	21113.45	21097.75	21103.05	268	0	150
2024.12.31	18:56:00	21102.85	21112.75	21098.25	21109.55	281	0	150
2024.12.31	18:57:00	21110.05	21117.25	21108.55	21112.25	268	0	150
2024.12.31	18:58:00	21111.45	21113.95	21098.95	21101.45	265	0	150
2024.12.31	18:59:00	21101.45	21111.25	21098.75	21109.75	253	0	150
2024.12.31	19:00:00	21109.45	21109.95	21096.25	21097.45	262	0	150
2024.12.31	19:01:00	21097.35	21100.85	21088.75	21093.35	293	0	150
2024.12.31	19:02:00	21093.35	21095.55	21080.75	21089.35	302	0	150
2024.12.31	19:03:00	21090.25	21106.75	21087.95	21105.05	291	0	150
2024.12.31	19:04:00	21105.05	21111.45	21101.55	21106.55	283	0	150
2024.12.31	19:05:00	21106.35	21111.45	21100.85	21102.05	260	0	150
2024.12.31	19:06:00	21102.05	21107.85	21095.05	21106.35	256	0	150
2024.12.31	19:07:00	21106.05	21114.75	21100.35	21104.05	274	0	150
2024.12.31	19:08:00	21103.85	21117.85	21102.55	21117.55	257	0	150
2024.12.31	19:09:00	21118.05	21123.25	21114.35	21116.75	237	0	150
2024.12.31	19:10:00	21117.05	21123.35	21112.05	21113.25	259	0	140
2024.12.31	19:11:00	21113.35	21113.55	21099.85	21099.85	271	0	140
2024.12.31	19:12:00	21099.25	21099.25	21084.85	21087.45	275	0	140
2024.12.31	19:13:00	21088.35	21102.75	21082.45	21099.05	267	0	150
2024.12.31	19:14:00	21098.35	21100.45	21094.95	21095.75	243	0	150
2024.12.31	19:15:00	21095.95	21102.05	21092.85	21099.45	257	0	150
2024.12.31	19:16:00	21099.35	21103.55	21095.55	21102.55	247	0	150
2024.12.31	19:17:00	21102.05	21102.35	21094.05	21099.05	236	0	140
2024.12.31	19:18:00	21099.05	21105.35	21095.05	21104.95	248	0	130
2024.12.31	19:19:00	21104.45	21117.85	21102.95	21110.05	280	0	130
2024.12.31	19:20:00	21110.45	21116.85	21105.95	21108.85	262	0	120
2024.12.31	19:21:00	21108.75	21109.15	21080.75	21080.75	279	0	120
2024.12.31	19:22:00	21080.25	21083.95	21076.35	21077.15	293	0	130
2024.12.31	19:23:00	21076.85	21076.85	21059.95	21063.85	274	0	140
2024.12.31	19:24:00	21062.05	21068.25	21059.95	21063.55	259	0	150
2024.12.31	19:25:00	21063.85	21073.85	21062.85	21073.55	265	0	150
2024.12.31	19:26:00	21072.25	21079.75	21067.75	21068.35	252	0	150
2024.12.31	19:27:00	21068.05	21068.05	21047.35	21053.05	293	0	150
2024.12.31	19:28:00	21053.35	21058.05	21044.95	21047.35	283	0	150
2024.12.31	19:29:00	21047.45	21049.75	21036.55	21042.55	289	0	150
2024.12.31	19:30:00	21039.85	21050.05	21037.75	21038.45	286	0	150
2024.12.31	19:31:00	21037.95	21045.85	21036.75	21038.55	258	0	150
2024.12.31	19:32:00	21038.45	21041.25	21017.95	21018.95	290	0	150
2024.12.31	19:33:00	21018.85	21022.45	21013.75	21016.95	292	0	150
2024.12.31	19:34:00	21016.75	21029.75	21015.75	21027.85	307	0	150
2024.12.31	19:35:00	21027.75	21030.75	21014.55	21015.55	278	0	150
2024.12.31	19:36:00	21015.85	21020.55	21006.25	21007.45	288	0	150
2024.12.31	19:37:00	21006.85	21013.25	21001.75	21005.45	297	0	150
2024.12.31	19:38:00	21005.55	21008.35	20999.75	20999.75	274	0	150
2024.12.31	19:39:00	20999.75	21000.35	20992.05	20997.25	284	0	150
2024.12.31	19:40:00	20997.75	20999.45	20991.05	20991.05	288	0	150
2024.12.31	19:41:00	20992.25	21010.25	20989.45	21006.85	295	0	150
2024.12.31	19:42:00	21006.95	21008.95	20996.55	20998.85	279	0	150
2024.12.31	19:43:00	20998.95	21012.75	20998.25	21011.55	293	0	150
2024.12.31	19:44:00	21011.05	21013.95	21004.25	21004.75	282	0	150
2024.12.31	19:45:00	21005.75	21010.25	20999.95	21003.35	262	0	150
2024.12.31	19:46:00	21003.25	21003.95	20998.35	20998.35	240	0	150
2024.12.31	19:47:00	20998.35	21014.45	20995.75	21014.45	261	0	140
2024.12.31	19:48:00	21013.55	21013.55	21003.95	21004.95	279	0	150
2024.12.31	19:49:00	21004.85	21011.55	21000.85	21005.95	277	0	150
2024.12.31	19:50:00	21005.45	21010.55	21001.35	21006.85	258	0	150
2024.12.31	19:51:00	21006.45	21021.85	21006.45	21008.95	293	0	150
2024.12.31	19:52:00	21009.45	21014.95	21005.75	21012.45	267	0	150
2024.12.31	19:53:00	21013.95	21023.55	21012.75	21017.25	254	0	140
2024.12.31	19:54:00	21017.25	21043.25	21017.25	21039.45	299	0	140
2024.12.31	19:55:00	21039.45	21053.25	21038.25	21051.25	301	0	150
2024.12.31	19:56:00	21050.95	21066.45	21048.95	21052.75	311	0	150
2024.12.31	19:57:00	21053.25	21062.35	21050.75	21054.85	283	0	150
2024.12.31	19:58:00	21054.35	21077.85	21052.25	21076.85	312	0	150
2024.12.31	19:59:00	21079.25	21098.05	21077.85	21094.05	325	0	150
2024.12.31	20:00:00	21092.95	21095.05	21067.45	21068.05	304	0	150
2024.12.31	20:01:00	21067.95	21083.95	21066.45	21077.55	279	0	150
2024.12.31	20:02:00	21077.55	21093.35	21076.25	21087.05	278	0	150
2024.12.31	20:03:00	21086.85	21089.05	21069.85	21076.35	264	0	150
2024.12.31	20:04:00	21076.85	21090.75	21076.85	21090.35	246	0	150
2024.12.31	20:05:00	21089.75	21094.35	21084.55	21093.05	255	0	150
2024.12.31	20:06:00	21093.05	21095.55	21081.35	21090.55	255	0	150
2024.12.31	20:07:00	21090.35	21116.45	21089.35	21108.05	290	0	150
2024.12.31	20:08:00	21108.25	21110.75	21089.35	21090.45	285	0	150
2024.12.31	20:09:00	21091.05	21093.05	21082.55	21092.95	289	0	150
2024.12.31	20:10:00	21089.85	21092.75	21082.95	21090.45	275	0	150
2024.12.31	20:11:00	21089.35	21091.85	21077.55	21078.75	256	0	150
2024.12.31	20:12:00	21079.05	21087.25	21077.85	21085.55	255	0	150
2024.12.31	20:13:00	21085.45	21086.35	21058.45	21062.35	309	0	150
2024.12.31	20:14:00	21062.55	21067.85	21059.85	21060.75	271	0	150
2024.12.31	20:15:00	21060.75	21067.45	21056.85	21058.25	279	0	150
2024.12.31	20:16:00	21058.25	21079.75	21056.55	21078.35	287	0	150
2024.12.31	20:17:00	21078.75	21081.35	21064.05	21065.85	265	0	150
2024.12.31	20:18:00	21065.75	21068.05	21058.25	21062.35	248	0	150
2024.12.31	20:19:00	21062.05	21062.35	21047.45	21048.25	295	0	150
2024.12.31	20:20:00	21049.05	21051.75	21043.85	21046.35	282	0	150
2024.12.31	20:21:00	21046.55	21047.55	21017.55	21024.05	281	0	150
2024.12.31	20:22:00	21023.35	21025.75	21008.85	21011.95	312	0	150
2024.12.31	20:23:00	21012.25	21019.55	21009.85	21015.05	283	0	150
2024.12.31	20:24:00	21015.55	21016.85	20997.75	21001.35	297	0	150
2024.12.31	20:25:00	21002.75	21022.35	21000.75	21020.75	299	0	150
2024.12.31	20:26:00	21019.45	21022.25	20997.95	20997.95	271	0	150
2024.12.31	20:27:00	20997.75	21000.35	20990.55	20990.55	281	0	150
2024.12.31	20:28:00	20990.25	21011.25	20990.25	21009.35	286	0	150
2024.12.31	20:29:00	21008.35	21008.35	20997.85	20999.05	267	0	150
2024.12.31	20:30:00	20998.85	21010.55	20994.45	21008.55	281	0	150
2024.12.31	20:31:00	21008.75	21016.55	21005.35	21010.75	270	0	150
2024.12.31	20:32:00	21011.05	21013.75	21004.35	21007.05	249	0	150
2024.12.31	20:33:00	21006.35	21016.75	21004.35	21012.35	255	0	150
2024.12.31	20:34:00	21012.95	21030.35	21011.35	21014.55	289	0	150
2024.12.31	20:35:00	21014.35	21017.85	21003.05	21004.55	268	0	150
2024.12.31	20:36:00	21004.35	21009.85	20998.35	21000.55	257	0	150
2024.12.31	20:37:00	21000.45	21002.35	20983.85	20992.25	274	0	150
2024.12.31	20:38:00	20992.25	21006.35	20991.05	21006.35	275	0	150
2024.12.31	20:39:00	21006.35	21012.05	21003.35	21012.05	273	0	150
2024.12.31	20:40:00	21012.35	21021.75	21008.75	21018.85	281	0	150
2024.12.31	20:41:00	21018.85	21018.85	21006.05	21007.85	270	0	150
2024.12.31	20:42:00	21007.85	21013.85	21003.75	21003.75	244	0	150
2024.12.31	20:43:00	21002.95	21026.45	21002.45	21016.25	295	0	150
2024.12.31	20:44:00	21016.55	21019.85	21008.35	21017.85	266	0	150
2024.12.31	20:45:00	21017.55	21020.75	21009.05	21009.25	246	0	150
2024.12.31	20:46:00	21009.05	21020.05	21006.45	21013.55	275	0	150
2024.12.31	20:47:00	21013.85	21022.05	21011.35	21015.05	265	0	150
2024.12.31	20:48:00	21015.05	21033.35	21013.75	21028.85	263	0	150
